applicant,bla_nda_number,is_biologic,proprietary_name,proper_name,approval_type,ref_id,ref_proper_name,ref_proprietary_name,supplement_no,license_no,exclusivity_date,is_deleted,created_at,updated_at
teva pharmaceuticals usa,78704,False,dorzolamide hydrochloride and timolol maleate,dorzolamide hydrochloride; timolol maleate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
wockhardt ltd,78705,False,divalproex sodium,divalproex sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
upsher smith laboratories llc,78706,False,zaleplon,zaleplon,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
renata ltd,78707,False,risperidone,risperidone,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
teva pharmaceuticals usa,78708,False,aripiprazole,aripiprazole,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
teva pharmaceuticals usa,78709,False,rosiglitazone maleate and glimepiride,glimepiride; rosiglitazone maleate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
celltrion inc,78710,False,telmisartan,telmisartan,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sandoz inc,78711,False,medroxyprogesterone acetate,medroxyprogesterone acetate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
fosun pharma usa inc,78712,False,ciprofloxacin extended release,ciprofloxacin; ciprofloxacin hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
west-ward pharmaceuticals international ltd,78713,False,indomethacin sodium,indomethacin sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
west-ward pharmaceuticals international ltd,78714,False,nicardipine hydrochloride,nicardipine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hikma international pharmaceuticals llc,78715,False,lithium carbonate,lithium carbonate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
teva pharmaceuticals usa,78717,False,rocuronium bromide,rocuronium bromide,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
fresenius kabi usa llc,78718,False,deferoxamine mesylate,deferoxamine mesylate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
bionpharma inc,78720,False,amantadine hydrochloride,amantadine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sandoz inc,78721,False,ketorolac tromethamine,ketorolac tromethamine,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sun pharmaceutical industries ltd,78722,False,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
teva pharmaceuticals usa,78723,False,montelukast sodium,montelukast sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
teva pharmaceuticals usa,78724,False,ezetimibe,ezetimibe,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78725,False,granisetron hydrochloride,granisetron hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
heritage pharmaceuticals inc dba avet pharmaceuticals inc,78728,False,glipizide and metformin hydrochloride,glipizide; metformin hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
ani pharmaceuticals inc,78730,False,lansoprazole,lansoprazole,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78731,False,levetiracetam,levetiracetam,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
actavis totowa llc,78732,False,carboplatin,carboplatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sun pharmaceutical industries ltd,78734,False,oxcarbazepine,oxcarbazepine,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
oxford pharmaceuticals llc,78735,False,simvastatin,simvastatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan laboratories ltd,78736,False,fosphenytoin sodium,fosphenytoin sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sun pharmaceutical industries ltd,78737,False,ketorolac tromethamine,ketorolac tromethamine,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sun pharmaceutical industries ltd,78738,False,azelastine hydrochloride,azelastine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sandoz inc,78739,False,rizatriptan benzoate,rizatriptan benzoate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
west ward pharmaceuticals corp,78740,False,risperidone,risperidone,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78743,False,malathion,malathion,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
wockhardt ltd,78744,False,risperidone,risperidone,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
chartwell molecular holdings llc,78745,False,ramipril,ramipril,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sandoz inc,78748,False,dorzolamide hydrochloride,dorzolamide hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sandoz inc,78749,False,dorzolamide hydrochloride and timolol maleate,dorzolamide hydrochloride; timolol maleate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
ani pharmaceuticals inc,78751,False,naratriptan,naratriptan hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
west-ward pharmaceuticals international ltd,78753,False,irinotecan hydrochloride,irinotecan hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
dr reddys laboratories ltd,78755,False,divalproex sodium,divalproex sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
teva pharmaceuticals usa,78756,False,dorzolamide hydrochloride,dorzolamide hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
wockhardt ltd,78757,False,cetirizine hydrochloride,cetirizine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
teyro labs private ltd,78759,False,gemcitabine hydrochloride,gemcitabine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sun pharmaceutical industries ltd,78761,False,morphine sulfate,morphine sulfate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78763,False,lithium carbonate,lithium carbonate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hikma farmaceutica (portugal) sa,78764,False,fluconazole in dextrose 5% in plastic container,fluconazole,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hikma farmaceutica (portugal) sa,78765,False,fosphenytoin sodium,fosphenytoin sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hikma pharmaceuticals,78766,False,escitalopram oxalate,escitalopram oxalate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
actavis elizabeth llc,78769,False,oxycodone hydrochloride and ibuprofen,ibuprofen; oxycodone hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mankind pharma ltd,78771,False,timolol maleate,timolol maleate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hospira inc,78772,False,lidocaine hydrochloride and epinephrine,epinephrine; lidocaine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
teva pharmaceuticals usa,78773,False,atorvastatin calcium,atorvastatin calcium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
taro pharmaceutical industries ltd,78774,False,levetiracetam,levetiracetam,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan laboratories ltd,78775,False,stavudine,stavudine,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
aurobindo pharma ltd,78776,False,ondansetron hydrochloride,ondansetron hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
graviti pharmaceuticals private ltd,78777,False,escitalopram oxalate,escitalopram oxalate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
nostrum laboratories inc,78778,False,tramadol hydrochloride and acetaminophen,acetaminophen; tramadol hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
amneal pharmaceuticals ny llc,78780,False,cetirizine hydrochloride allergy,cetirizine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hikma pharmaceuticals,78782,False,gabapentin,gabapentin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
strides pharma global pte ltd,78783,False,tramadol hydrochloride,tramadol hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
aci healthcare ltd,78786,False,carvedilol,carvedilol,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
aurobindo pharma ltd,78787,False,gabapentin,gabapentin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78789,False,venlafaxine hydrochloride,venlafaxine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
lupin ltd,78790,False,divalproex sodium,divalproex sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
impax laboratories inc,78791,False,divalproex sodium,divalproex sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
bausch and lomb inc,78792,False,diclofenac sodium,diclofenac sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
apotex inc,78794,False,benazepril hydrochloride and hydrochlorothiazide,benazepril hydrochloride; hydrochlorothiazide,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hospira inc,78796,False,irinotecan hydrochloride,irinotecan hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
watson laboratories inc,78797,False,levetiracetam,levetiracetam,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
cipla ltd,78800,False,tenofovir disoproxil fumarate,tenofovir disoproxil fumarate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
synthon pharmaceuticals inc,78801,False,tamsulosin hydrochloride,tamsulosin hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
actavis totowa llc,78803,False,oxaliplatin,oxaliplatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
barr laboratories inc,78804,False,aspirin and dipyridamole,aspirin; dipyridamole,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sun pharma global inc,78805,False,irinotecan hydrochloride,irinotecan hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
jubilant draximage usa inc,78806,False,technetium tc 99m sestamibi,technetium tc-99m sestamibi kit,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
ipca laboratories ltd,78807,False,metoclopramide hydrochloride,metoclopramide hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sandoz inc,78808,False,granisetron hydrochloride,granisetron hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
cardinal health 414 llc cardinal health nuclear pharmacy services,78809,False,technetium tc 99m sestamibi,technetium tc-99m sestamibi kit,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
fresenius kabi oncology plc,78810,False,oxaliplatin,oxaliplatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
fresenius kabi usa llc,78811,False,oxaliplatin,oxaliplatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sandoz inc,78812,False,oxaliplatin,oxaliplatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hospira worldwide pty,78813,False,oxaliplatin,oxaliplatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hospira inc,78815,False,oxaliplatin,oxaliplatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sandoz inc,78817,False,oxaliplatin,oxaliplatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sun pharmaceutical industries ltd,78818,False,oxaliplatin,oxaliplatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
fresenius kabi usa llc,78819,False,oxaliplatin,oxaliplatin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
amneal pharmaceuticals,78826,False,lorazepam,lorazepam,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78827,False,olmesartan medoxomil and hydrochlorothiazide,hydrochlorothiazide; olmesartan medoxomil,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
jubilant cadista pharmaceuticals inc,78828,False,risperidone,risperidone,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
aurobindo pharma ltd,78829,False,zaleplon,zaleplon,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
padagis us llc,78830,False,scopolamine,scopolamine,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78832,False,ramipril,ramipril,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
watson laboratories inc,78833,False,drospirenone and ethinyl estradiol,drospirenone; ethinyl estradiol,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mayne pharma llc,78834,False,levonorgestrel and ethinyl estradiol and ethinyl estradiol,ethinyl estradiol; levonorgestrel,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sandoz inc,78835,False,granisetron hydrochloride,granisetron hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
padagis israel pharmaceuticals ltd,78837,False,imiquimod,imiquimod,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
apotex inc,78841,False,donepezil hydrochloride,donepezil hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
apotex inc,78843,False,granisetron hydrochloride,granisetron hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
rising pharma holdings inc,78845,False,linezolid,linezolid,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
dr reddys laboratories ltd,78846,False,granisetron hydrochloride,granisetron hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
cadila healthcare ltd,78848,False,benazepril hydrochloride,benazepril hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
ranbaxy laboratories ltd,78849,False,ramipril,ramipril,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
orbion pharmaceuticals private ltd,78853,False,divalproex sodium,divalproex sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
actavis mid atlantic llc,78854,False,clobetasol propionate,clobetasol propionate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78855,False,felodipine,felodipine,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78857,False,celecoxib,celecoxib,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
torrent pharmaceuticals ltd,78858,False,levetiracetam,levetiracetam,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
aurobindo pharma ltd,78861,False,sertraline hydrochloride,sertraline hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
orbion pharmaceuticals private ltd,78862,False,cetirizine hydrochloride allergy,cetirizine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
bionpharma inc,78863,False,granisetron hydrochloride,granisetron hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan laboratories ltd,78864,False,nevirapine,nevirapine,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
wockhardt bio ag,78865,False,venlafaxine hydrochloride,venlafaxine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sun pharmaceutical industries ltd,78866,False,bupropion hydrochloride,bupropion hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
luitpold pharmaceuticals inc,78867,False,etomidate,etomidate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
apotex inc,78868,False,tizanidine hydrochloride,tizanidine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
viwit pharmaceutical co ltd,78869,False,levetiracetam,levetiracetam,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
torrent pharma inc,78870,False,cetirizine hydrochloride,cetirizine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
celltrion inc,78871,False,risperidone,risperidone,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
teva pharmaceuticals usa,78873,False,methylphenidate hydrochloride,methylphenidate hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
chartwell molecular holdings llc,78876,False,cetirizine hydrochloride,cetirizine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78877,False,topiramate,topiramate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
dr reddys laboratories ltd,78878,False,omeprazole magnesium,omeprazole magnesium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
heritage pharma labs inc dba avet pharma labs inc,78879,False,temozolomide,temozolomide,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
bionpharma inc,78880,False,granisetron hydrochloride,granisetron hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78881,False,ropinirole hydrochloride,ropinirole hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
wockhardt ltd,78884,False,ranitidine hydrochloride,ranitidine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
sun pharmaceutical industries ltd,78885,False,leuprolide acetate,leuprolide acetate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hetero labs ltd unit iii,78886,False,efavirenz,efavirenz,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78888,False,buspirone hydrochloride,buspirone hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
doctor reddys laboratories ltd,78889,False,metoprolol succinate,metoprolol succinate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
lannett co inc,78890,False,ranitidine hydrochloride,ranitidine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
amneal pharmaceuticals of new york llc,78892,False,norethindrone and ethinyl estradiol and ferrous fumarate,ethinyl estradiol; norethindrone,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
rising pharma holding inc,78893,False,carbidopa and levodopa,carbidopa; levodopa,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
alembic pharmaceuticals ltd,78894,False,pramipexole dihydrochloride,pramipexole dihydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
unichem laboratories ltd,78895,False,clonidine hydrochloride,clonidine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78898,False,galantamine hydrobromide,galantamine hydrobromide,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78899,False,bromocriptine mesylate,bromocriptine mesylate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78900,False,finasteride,finasteride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
epic pharma inc,78901,False,olanzapine and fluoxetine hydrochloride,fluoxetine hydrochloride; olanzapine,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78902,False,paroxetine hydrochloride,paroxetine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
dr reddys laboratories ltd,78904,False,levetiracetam,levetiracetam,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78905,False,glipizide and metformin hydrochloride,glipizide; metformin hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
glenmark generics ltd,78906,False,verapamil hydrochloride,verapamil hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
specgx llc,78907,False,fentanyl citrate,fentanyl citrate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
teva pharmaceuticals usa,78908,False,dexmethylphenidate hydrochloride,dexmethylphenidate hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
torrent pharma inc,78909,False,risperidone,risperidone,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
perrigo r and d co,78912,False,guaifenesin,guaifenesin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
hikma pharmaceuticals usa inc,78913,False,protriptyline hydrochloride,protriptyline hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78915,False,polyethylene glycol 3350,polyethylene glycol 3350,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
alembic pharmaceuticals ltd,78916,False,famotidine,famotidine,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
accord healthcare inc,78917,False,bicalutamide,bicalutamide,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78918,False,levetiracetam,levetiracetam,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78919,False,divalproex sodium,divalproex sodium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78920,False,pramipexole dihydrochloride,pramipexole dihydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78921,False,anastrozole,anastrozole,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78922,False,zidovudine,zidovudine,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
alkem laboratories ltd,78925,False,amlodipine besylate,amlodipine besylate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
zydus pharmaceuticals usa inc,78926,False,gabapentin,gabapentin,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
glenmark generics inc usa,78930,False,betamethasone dipropionate,betamethasone dipropionate,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
alembic pharmaceuticals ltd,78932,False,venlafaxine hydrochloride,venlafaxine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
marksans pharma ltd,78933,False,cetirizine hydrochloride allergy,cetirizine hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
northstar healthcare holdings ltd,78935,False,tramadol hydrochloride,tramadol hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
mylan pharmaceuticals inc,78936,False,esomeprazole magnesium,esomeprazole magnesium,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
wockhardt ltd,78938,False,tamsulosin hydrochloride,tamsulosin hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
lupin ltd,78939,False,ethambutol hydrochloride,ethambutol hydrochloride,generic,,,,,,,False,2023-03-20 03:08:23.863273+00,2023-03-20 03:08:23.863273+00
